Epoch 1/200, Training Loss: 0.24458704898355696, Validation Loss: 0.20408427577239638, Validation Accuracy: 0.908049, Estimated Remaining Time: 03:43:05
Epoch 186/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:15:46
Epoch 187/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:14:38
Epoch 188/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:13:31
Epoch 189/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:12:23
Epoch 190/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:11:15
Epoch 191/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:10:08
Epoch 192/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:09:00
Epoch 193/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:07:52
Epoch 194/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:06:45
Epoch 195/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:05:37
Epoch 196/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:04:30
Epoch 197/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:03:22
Epoch 198/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:02:15
Epoch 199/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:01:07
Epoch 200/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:00:00
