X,Y,Z,A11,A21,A31,A12,A22,A32,A13,A23,A33,ResVort,ResStrain,Shear
5.4726250000000E+00,4.5347925000000E-01,-6.3911950000000E-01,-3.5264600000000E-01,5.7333700000000E-02,-1.2762300000000E-01,6.2005200000000E-01,2.1800400000000E-01,2.8689300000000E-01,-5.3135400000000E-01,1.0570200000000E-01,1.2991300000000E-01,0.0000000000000E+00,3.7632533907890E-01,9.0939450263980E-01
5.4726250000000E+00,4.3395425000000E-01,-6.1160100000000E-01,-2.6397800000000E-01,7.7788500000000E-02,-1.6631800000000E-01,3.2555300000000E-01,1.8811600000000E-01,3.3820700000000E-01,-2.1792200000000E-01,1.3064600000000E-01,7.2733600000000E-02,0.0000000000000E+00,3.8391578197480E-01,5.3067004680630E-01
5.4726250000000E+00,3.7906925000000E-01,-6.8587450000000E-01,-3.4062300000000E-01,7.0914900000000E-02,-1.3688700000000E-01,3.5712900000000E-01,2.7750500000000E-01,1.9348800000000E-01,-5.9027500000000E-01,1.6594000000000E-01,5.9455100000000E-02,0.0000000000000E+00,4.6296179294590E-01,7.3955440521240E-01
5.4726250000000E+00,3.6274800000000E-01,-6.5634300000000E-01,-2.5102000000000E-01,9.0645800000000E-02,-1.7420500000000E-01,1.5101400000000E-01,2.5384300000000E-01,2.2808100000000E-01,-2.3530100000000E-01,1.9696400000000E-01,-5.2290400000000E-03,0.0000000000000E+00,5.1539373397830E-01,2.6343032717700E-01
5.0043950000000E+00,-7.3029800000000E-01,-6.5263450000000E-01,2.4704700000000E-02,-8.5957900000000E-03,1.5563600000000E-02,-2.8022700000000E-02,-4.9602600000000E-02,1.9008300000000E-02,-1.7265100000000E-03,1.6094900000000E-02,2.5079500000000E-02,0.0000000000000E+00,5.4354175925250E-02,4.9699820578100E-02
5.0712850000000E+00,-7.3029800000000E-01,-6.5263450000000E-01,2.5601700000000E-02,-3.0143900000000E-03,1.6864600000000E-02,-2.3344700000000E-02,-5.3121600000000E-02,2.1876300000000E-02,-8.3768500000000E-04,1.8627000000000E-02,2.7889100000000E-02,0.0000000000000E+00,5.6645419448610E-02,5.2068851888180E-02
5.0043950000000E+00,-6.9818800000000E-01,-6.2393925000000E-01,2.7358400000000E-02,-9.7229800000000E-03,1.8370800000000E-02,-4.2924700000000E-02,-5.7453400000000E-02,2.4935600000000E-02,-1.1262200000000E-02,1.9204600000000E-02,3.0454900000000E-02,0.0000000000000E+00,5.6575741618870E-02,7.1889169514180E-02
5.0712850000000E+00,-6.9818800000000E-01,-6.2393925000000E-01,2.8255300000000E-02,-3.1822400000000E-03,1.9766800000000E-02,-3.7651900000000E-02,-6.1704600000000E-02,2.8632700000000E-02,-1.0375700000000E-02,2.2251400000000E-02,3.3759200000000E-02,0.0000000000000E+00,5.9091426432130E-02,7.4127167463300E-02
5.0043950000000E+00,-6.6760700000000E-01,-5.9661025000000E-01,3.0008200000000E-02,-1.1037900000000E-02,2.1710300000000E-02,-6.3556100000000E-02,-6.7039500000000E-02,3.3234700000000E-02,-2.5654100000000E-02,2.2450200000000E-02,3.7488100000000E-02,0.0000000000000E+00,5.7590115815400E-02,1.0189584642650E-01
5.0043950000000E+00,-7.9877800000000E-01,-5.6676325000000E-01,2.1116800000000E-02,-2.0397700000000E-03,1.5768800000000E-02,-2.3056100000000E-02,-3.4939100000000E-02,2.6149700000000E-02,6.6647000000000E-04,2.3621100000000E-02,1.4028700000000E-02,0.0000000000000E+00,4.2492665350440E-02,4.5655716210600E-02
5.0712850000000E+00,-7.9877800000000E-01,-5.6676325000000E-01,2.1228900000000E-02,2.7939500000000E-03,1.6067400000000E-02,-1.9067100000000E-02,-3.6597300000000E-02,2.9325600000000E-02,6.2668500000000E-04,2.6546200000000E-02,1.5731300000000E-02,0.0000000000000E+00,4.4088009744880E-02,4.7836761921640E-02
5.0043950000000E+00,-7.6365675000000E-01,-5.4184375000000E-01,2.3359200000000E-02,-2.2098200000000E-03,1.8321100000000E-02,-3.8134800000000E-02,-4.0152900000000E-02,3.2779200000000E-02,-7.8499800000000E-03,2.7740800000000E-02,1.7090400000000E-02,0.0000000000000E+00,4.2139388620850E-02,6.6141672432420E-02
5.0712850000000E+00,-7.6365675000000E-01,-5.4184375000000E-01,2.3359200000000E-02,3.4322000000000E-03,1.8542400000000E-02,-3.3433200000000E-02,-4.2155100000000E-02,3.6698200000000E-02,-7.8950800000000E-03,3.1184700000000E-02,1.9018200000000E-02,0.0000000000000E+00,4.3872337788340E-02,6.7930623888970E-02
5.0043950000000E+00,-7.3020825000000E-01,-5.1811075000000E-01,2.5799800000000E-02,-2.4487200000000E-03,2.1283100000000E-02,-5.9603000000000E-02,-4.6631500000000E-02,4.1790300000000E-02,-2.0761200000000E-02,3.2213800000000E-02,2.1253800000000E-02,0.0000000000000E+00,4.0096044540410E-02,9.4397179782390E-02
5.0712850000000E+00,-7.3020825000000E-01,-5.1811075000000E-01,2.6012900000000E-02,4.1242000000000E-03,2.1367200000000E-02,-5.4102000000000E-02,-4.9062000000000E-02,4.6655400000000E-02,-2.0707900000000E-02,3.6240300000000E-02,2.3428800000000E-02,0.0000000000000E+00,4.1552264243360E-02,9.6049800515170E-02
5.0043950000000E+00,-6.9835250000000E-01,-4.9550775000000E-01,2.8404800000000E-02,-2.7851300000000E-03,2.4729800000000E-02,-8.7643200000000E-02,-5.4998200000000E-02,5.4126300000000E-02,-3.8575900000000E-02,3.6830200000000E-02,2.7025200000000E-02,0.0000000000000E+00,3.8321219384670E-02,1.3102805614470E-01
5.0043950000000E+00,-6.6801375000000E-01,-4.7398100000000E-01,3.1518200000000E-02,-3.2233900000000E-03,2.8731900000000E-02,-1.2234500000000E-01,-6.6045300000000E-02,7.0905700000000E-02,-6.1302300000000E-02,4.1303600000000E-02,3.5015100000000E-02,0.0000000000000E+00,3.8356803357600E-02,1.7721733450890E-01
5.0043950000000E+00,-8.5721300000000E-01,-4.7376475000000E-01,1.7753000000000E-02,3.2549200000000E-03,1.5043600000000E-02,-1.9533400000000E-02,-2.0666600000000E-02,2.8115400000000E-02,1.9535300000000E-03,2.5882000000000E-02,3.1856400000000E-03,0.0000000000000E+00,3.2196056097750E-02,4.2408343404530E-02
5.0712850000000E+00,-8.5721300000000E-01,-4.7376475000000E-01,1.7192400000000E-02,7.2502400000000E-03,1.4616200000000E-02,-1.6157900000000E-02,-2.0868000000000E-02,3.1220200000000E-02,1.3523500000000E-03,2.8790000000000E-02,3.9651600000000E-03,0.0000000000000E+00,3.3512745052580E-02,4.4230546802280E-02
5.1381750000000E+00,-8.5721300000000E-01,-4.7376475000000E-01,1.5846900000000E-02,1.1186700000000E-02,1.3877600000000E-02,-1.2611900000000E-02,-1.9997200000000E-02,3.4232600000000E-02,5.5978300000000E-04,3.1645800000000E-02,4.2974700000000E-03,0.0000000000000E+00,3.5048976540570E-02,4.5732710510490E-02
5.2050650000000E+00,-8.5721300000000E-01,-4.7376475000000E-01,1.4202400000000E-02,1.4868200000000E-02,1.2837100000000E-02,-9.0991000000000E-03,-1.8055900000000E-02,3.7054400000000E-02,-4.0695000000000E-04,3.4355000000000E-02,4.1733700000000E-03,0.0000000000000E+00,3.7019815295930E-02,4.6869844198230E-02
5.2719550000000E+00,-8.5721300000000E-01,-4.7376475000000E-01,1.1847800000000E-02,1.8102100000000E-02,1.1521200000000E-02,-5.9664700000000E-03,-1.5117500000000E-02,3.9589300000000E-02,-1.5059000000000E-03,3.6823800000000E-02,3.6110900000000E-03,0.0000000000000E+00,3.9118617773060E-02,4.7678910195830E-02
5.3388450000000E+00,-8.5721300000000E-01,-4.7376475000000E-01,8.8952000000000E-03,2.0722400000000E-02,9.9768300000000E-03,-3.4510300000000E-03,-1.1321200000000E-02,4.1752200000000E-02,-2.8940200000000E-03,3.8967700000000E-02,2.6476600000000E-03,0.0000000000000E+00,4.1151490062480E-02,4.8288993537430E-02
5.4057350000000E+00,-8.5721300000000E-01,-4.7376475000000E-01,5.9052200000000E-03,2.2600900000000E-02,8.2617000000000E-03,-1.4369600000000E-03,-6.8625300000000E-03,4.3480600000000E-02,-4.4294100000000E-03,4.0719100000000E-02,1.3420800000000E-03,0.0000000000000E+00,4.3327897787090E-02,4.8536676913500E-02
5.4726250000000E+00,-8.5721300000000E-01,-4.7376475000000E-01,2.5788600000000E-03,2.3669800000000E-02,6.4434100000000E-03,-2.3256700000000E-04,-1.9710600000000E-03,4.4729000000000E-02,-6.0228000000000E-03,4.2033200000000E-02,-2.3607400000000E-04,0.0000000000000E+00,4.5356690883640E-02,4.8568923026320E-02
5.0043950000000E+00,-8.1952250000000E-01,-4.5293425000000E-01,1.9547000000000E-02,3.7735100000000E-03,1.7294800000000E-02,-3.5497200000000E-02,-2.3449600000000E-02,3.4644100000000E-02,-5.5227100000000E-03,3.0126000000000E-02,4.1581800000000E-03,0.0000000000000E+00,2.9411256313320E-02,6.1611101031300E-02
5.0712850000000E+00,-8.1952250000000E-01,-4.5293425000000E-01,1.9023800000000E-02,8.4126600000000E-03,1.6679600000000E-02,-3.1593200000000E-02,-2.3737800000000E-02,3.8373300000000E-02,-6.1896700000000E-03,3.3494500000000E-02,4.9883900000000E-03,0.0000000000000E+00,3.0738839879630E-02,6.3128530979160E-02
5.1381750000000E+00,-8.1952250000000E-01,-4.5293425000000E-01,1.7753000000000E-02,1.2981100000000E-02,1.5680600000000E-02,-2.7493100000000E-02,-2.2725900000000E-02,4.1939500000000E-02,-6.9655100000000E-03,3.6776000000000E-02,5.2561800000000E-03,0.0000000000000E+00,3.1762365251780E-02,6.4657479524610E-02
5.2050650000000E+00,-8.1952250000000E-01,-4.5293425000000E-01,1.5884300000000E-02,1.7236200000000E-02,1.4318700000000E-02,-2.3417300000000E-02,-2.0419400000000E-02,4.5212000000000E-02,-8.1893600000000E-03,3.9851400000000E-02,4.9544800000000E-03,0.0000000000000E+00,3.3024109900000E-02,6.5977454185490E-02
5.2719550000000E+00,-8.1952250000000E-01,-4.5293425000000E-01,1.3118600000000E-02,2.0944600000000E-02,1.2636000000000E-02,-1.9758100000000E-02,-1.6913100000000E-02,4.8064700000000E-02,-9.6434800000000E-03,4.2605200000000E-02,4.1106400000000E-03,0.0000000000000E+00,3.4733004868030E-02,6.6901482641700E-02
5.3388450000000E+00,-8.1952250000000E-01,-4.5293425000000E-01,9.9417000000000E-03,2.3905400000000E-02,1.0694400000000E-02,-1.6508800000000E-02,-1.2387100000000E-02,5.0398800000000E-02,-1.0971100000000E-02,4.4935300000000E-02,2.7794500000000E-03,0.0000000000000E+00,3.7165533751250E-02,6.7206323146820E-02
5.4057350000000E+00,-8.1952250000000E-01,-4.5293425000000E-01,6.5032100000000E-03,2.5971300000000E-02,8.5790100000000E-03,-1.3889900000000E-02,-7.0877100000000E-03,5.2143300000000E-02,-1.2511200000000E-02,4.6765100000000E-02,1.0401000000000E-03,0.0000000000000E+00,3.9975240826610E-02,6.7074991762640E-02
5.4726250000000E+00,-8.1952250000000E-01,-4.5293425000000E-01,2.6536100000000E-03,2.7062800000000E-02,6.3731500000000E-03,-1.1935200000000E-02,-1.3044100000000E-03,5.3268700000000E-02,-1.3956800000000E-02,4.8047300000000E-02,-1.0034400000000E-03,0.0000000000000E+00,4.3090727180240E-02,6.6402487456800E-02
5.0043950000000E+00,-7.8362700000000E-01,-4.3309550000000E-01,2.1677400000000E-02,4.2906800000000E-03,1.9860600000000E-02,-5.8176800000000E-02,-2.7074400000000E-02,4.3483200000000E-02,-1.6928400000000E-02,3.4788800000000E-02,5.7578000000000E-03,0.0000000000000E+00,2.4765666574240E-02,8.8361531496050E-02
5.0712850000000E+00,-7.8362700000000E-01,-4.3309550000000E-01,2.1154100000000E-02,9.6675600000000E-03,1.8984200000000E-02,-5.3306100000000E-02,-2.7490400000000E-02,4.7974200000000E-02,-1.7474500000000E-02,3.8662000000000E-02,6.6233600000000E-03,0.0000000000000E+00,2.5837210938330E-02,8.9311592280860E-02
5.1381750000000E+00,-7.8362700000000E-01,-4.3309550000000E-01,1.9920800000000E-02,1.4957400000000E-02,1.7638300000000E-02,-4.8467200000000E-02,-2.6325500000000E-02,5.2173000000000E-02,-1.8350700000000E-02,4.2406500000000E-02,6.7696300000000E-03,0.0000000000000E+00,2.6822308078410E-02,9.0317472815510E-02
5.2050650000000E+00,-7.8362700000000E-01,-4.3309550000000E-01,1.7753000000000E-02,1.9864400000000E-02,1.5857000000000E-02,-4.3526700000000E-02,-2.3589700000000E-02,5.5915400000000E-02,-1.9540000000000E-02,4.5872400000000E-02,6.2009000000000E-03,0.0000000000000E+00,2.8057370334860E-02,9.0973138809200E-02
5.2719550000000E+00,-7.8362700000000E-01,-4.3309550000000E-01,1.4875200000000E-02,2.4103100000000E-02,1.3703500000000E-02,-3.8652800000000E-02,-1.9407500000000E-02,5.9056200000000E-02,-2.0737700000000E-02,4.8916300000000E-02,4.9639700000000E-03,0.0000000000000E+00,3.0180286616090E-02,9.1021917760370E-02
5.3388450000000E+00,-7.8362700000000E-01,-4.3309550000000E-01,1.1212400000000E-02,2.7434200000000E-02,1.1268100000000E-02,-3.4512800000000E-02,-1.4012100000000E-02,6.1475400000000E-02,-2.2028500000000E-02,5.1417000000000E-02,3.1390600000000E-03,0.0000000000000E+00,3.3097859472040E-02,9.0638674795630E-02
5.4057350000000E+00,-7.8362700000000E-01,-4.3309550000000E-01,7.4002100000000E-03,2.9687400000000E-02,8.6638500000000E-03,-3.1258600000000E-02,-7.7177200000000E-03,6.3104900000000E-02,-2.3524900000000E-02,5.3286500000000E-02,8.3907600000000E-04,0.0000000000000E+00,3.6692287772890E-02,8.9873857796190E-02
5.4726250000000E+00,-7.8362700000000E-01,-4.3309550000000E-01,3.0273600000000E-03,3.0778000000000E-02,5.9975300000000E-03,-2.8919700000000E-02,-8.8903700000000E-04,6.3927700000000E-02,-2.5044300000000E-02,5.4478500000000E-02,-1.8017100000000E-03,1.7232047393920E-03,4.0767364203930E-02,8.8598720729350E-02
5.0043950000000E+00,-7.4944075000000E-01,-4.1420125000000E-01,2.4095500000000E-02,4.7848300000000E-03,2.2783300000000E-02,-8.8607900000000E-02,-3.2091400000000E-02,5.5603700000000E-02,-3.3115100000000E-02,3.9730800000000E-02,8.3803900000000E-03,0.0000000000000E+00,2.1294748410580E-02,1.2404622882600E-01
5.0043950000000E+00,-7.1688250000000E-01,-3.9620675000000E-01,2.7122900000000E-02,5.2551400000000E-03,2.6086900000000E-02,-1.2590700000000E-01,-3.9233200000000E-02,7.2176000000000E-02,-5.3910100000000E-02,4.4754600000000E-02,1.2525800000000E-02,0.0000000000000E+00,2.2132806479930E-02,1.6917829215530E-01
5.0043950000000E+00,-9.0486800000000E-01,-3.7480875000000E-01,1.4725700000000E-02,7.5522700000000E-03,1.3731900000000E-02,-1.7126400000000E-02,-8.3938000000000E-03,2.5958100000000E-02,2.8436800000000E-03,2.3955800000000E-02,-5.9547300000000E-03,0.0000000000000E+00,2.3395176976920E-02,3.9624888449910E-02
5.0712850000000E+00,-9.0486800000000E-01,-3.7480875000000E-01,1.3567100000000E-02,1.0704300000000E-02,1.2825900000000E-02,-1.4345300000000E-02,-7.4863200000000E-03,2.8783400000000E-02,1.9048300000000E-03,2.6623900000000E-02,-5.9116900000000E-03,0.0000000000000E+00,2.4693438783290E-02,4.1123125702140E-02
5.1381750000000E+00,-9.0486800000000E-01,-3.7480875000000E-01,1.2184200000000E-02,1.3672600000000E-02,1.1668000000000E-02,-1.1529300000000E-02,-5.7546200000000E-03,3.1341100000000E-02,8.8198600000000E-04,2.9058600000000E-02,-6.2046700000000E-03,0.0000000000000E+00,2.6655184105040E-02,4.2344078421590E-02
5.2050650000000E+00,-9.0486800000000E-01,-3.7480875000000E-01,1.0278100000000E-02,1.6307900000000E-02,1.0295300000000E-02,-9.0101300000000E-03,-3.2485000000000E-03,3.3553000000000E-02,-3.1297200000000E-04,3.1189100000000E-02,-6.8145700000000E-03,0.0000000000000E+00,2.8909154236320E-02,4.3343700468540E-02
5.2719550000000E+00,-9.0486800000000E-01,-3.7480875000000E-01,8.0729600000000E-03,1.8476800000000E-02,8.7520600000000E-03,-6.7703000000000E-03,-6.8481200000000E-05,3.5362500000000E-02,-1.7220400000000E-03,3.2956600000000E-02,-7.7074700000000E-03,0.0000000000000E+00,3.1438782811160E-02,4.4041141867640E-02
5.3388450000000E+00,-9.0486800000000E-01,-3.7480875000000E-01,5.4567200000000E-03,2.0072600000000E-02,7.0978500000000E-03,-5.1498900000000E-03,3.6419300000000E-03,3.6724900000000E-02,-3.2646900000000E-03,3.4319200000000E-02,-8.8345300000000E-03,0.0000000000000E+00,3.3924017101530E-02,4.4578511267900E-02
5.4057350000000E+00,-9.0486800000000E-01,-3.7480875000000E-01,2.7283600000000E-03,2.1024900000000E-02,5.3883200000000E-03,-4.1137500000000E-03,7.7088800000000E-03,3.7624100000000E-02,-4.7295700000000E-03,3.5254400000000E-02,-1.0137700000000E-02,0.0000000000000E+00,3.6383543163540E-02,4.4885404407980E-02
5.4726250000000E+00,-9.0486800000000E-01,-3.7480875000000E-01,-2.2424900000000E-04,2.1307000000000E-02,3.6855300000000E-03,-3.2345100000000E-03,1.1943300000000E-02,3.8064500000000E-02,-6.1118600000000E-03,3.5762500000000E-02,-1.1553200000000E-02,0.0000000000000E+00,3.9088618010280E-02,4.4626224786040E-02
5.0043950000000E+00,-8.6508225000000E-01,-3.5832900000000E-01,1.5996400000000E-02,8.5735700000000E-03,1.5682800000000E-02,-3.4149100000000E-02,-9.2014400000000E-03,3.1770900000000E-02,-3.3898000000000E-03,2.7649500000000E-02,-6.6399000000000E-03,0.0000000000000E+00,1.8368773162360E-02,5.7603999972340E-02
5.0712850000000E+00,-8.6508225000000E-01,-3.5832900000000E-01,1.5174200000000E-02,1.2211600000000E-02,1.4521800000000E-02,-3.0966800000000E-02,-8.2186100000000E-03,3.5109000000000E-02,-4.5417200000000E-03,3.0703900000000E-02,-6.6575000000000E-03,0.0000000000000E+00,1.9529080018400E-02,5.8954950422050E-02
5.1381750000000E+00,-8.6508225000000E-01,-3.5832900000000E-01,1.3679200000000E-02,1.5628800000000E-02,1.3059100000000E-02,-2.7638200000000E-02,-6.2449900000000E-03,3.8069100000000E-02,-5.7359500000000E-03,3.3457000000000E-02,-7.0921000000000E-03,0.0000000000000E+00,2.0828006789090E-02,6.0189787298440E-02
5.2050650000000E+00,-8.6508225000000E-01,-3.5832900000000E-01,1.1436700000000E-02,1.8645200000000E-02,1.1344000000000E-02,-2.4621200000000E-02,-3.3440700000000E-03,4.0560700000000E-02,-7.1107300000000E-03,3.5822400000000E-02,-7.9123300000000E-03,0.0000000000000E+00,2.2704996168610E-02,6.1241976916790E-02
5.2719550000000E+00,-8.6508225000000E-01,-3.5832900000000E-01,9.0073300000000E-03,2.1099200000000E-02,9.4423700000000E-03,-2.1888300000000E-02,3.5732300000000E-04,4.2512300000000E-02,-8.5774000000000E-03,3.7730300000000E-02,-9.0723000000000E-03,0.0000000000000E+00,2.5477426126600E-02,6.1905916780230E-02
5.3388450000000E+00,-8.6508225000000E-01,-3.5832900000000E-01,6.0920900000000E-03,2.2865400000000E-02,7.4218900000000E-03,-1.9439200000000E-02,4.6789300000000E-03,4.3881200000000E-02,-1.0136000000000E-02,3.9133900000000E-02,-1.0505000000000E-02,0.0000000000000E+00,2.8927864506840E-02,6.2033005058770E-02
5.4057350000000E+00,-8.6508225000000E-01,-3.5832900000000E-01,3.1394800000000E-03,2.3864600000000E-02,5.3666500000000E-03,-1.7529700000000E-02,9.4037500000000E-03,4.4654600000000E-02,-1.1480600000000E-02,4.0012600000000E-02,-1.2134200000000E-02,0.0000000000000E+00,3.2650902867320E-02,6.1740592122080E-02
5.4726250000000E+00,-8.6508225000000E-01,-3.5832900000000E-01,-1.4949900000000E-04,2.4071300000000E-02,3.3484100000000E-03,-1.6325000000000E-02,1.4299600000000E-02,4.4853700000000E-02,-1.2834100000000E-02,4.0376200000000E-02,-1.3877500000000E-02,1.4161963481460E-03,3.6329034715890E-02,6.1149265617130E-02
5.0043950000000E+00,-8.2719100000000E-01,-3.4263400000000E-01,1.7865200000000E-02,9.6299300000000E-03,1.7877900000000E-02,-5.9103700000000E-02,-1.0505600000000E-02,3.9743200000000E-02,-1.3395500000000E-02,3.1709900000000E-02,-7.0851900000000E-03,0.0000000000000E+00,1.1677961796520E-02,8.3746284246440E-02
5.0712850000000E+00,-8.2719100000000E-01,-3.4263400000000E-01,1.6968200000000E-02,1.3821300000000E-02,1.6384700000000E-02,-5.4785400000000E-02,-9.4716000000000E-03,4.3672800000000E-02,-1.4351400000000E-02,3.5179300000000E-02,-7.1955100000000E-03,0.0000000000000E+00,1.2717468664050E-02,8.4139518439770E-02
5.1381750000000E+00,-8.2719100000000E-01,-3.4263400000000E-01,1.5398400000000E-02,1.7748100000000E-02,1.4534700000000E-02,-5.0737300000000E-02,-7.2405200000000E-03,4.7065600000000E-02,-1.5634500000000E-02,3.8266400000000E-02,-7.8238900000000E-03,0.0000000000000E+00,1.4293951913710E-02,8.4681071341040E-02
5.2050650000000E+00,-8.2719100000000E-01,-3.4263400000000E-01,1.3155900000000E-02,2.1192100000000E-02,1.2388600000000E-02,-4.6573700000000E-02,-3.8948000000000E-03,4.9812200000000E-02,-1.6869800000000E-02,4.0865600000000E-02,-8.9265800000000E-03,0.0000000000000E+00,1.6936762258410E-02,8.4785677492620E-02
5.2719550000000E+00,-8.2719100000000E-01,-3.4263400000000E-01,1.0315400000000E-02,2.3960300000000E-02,1.0041100000000E-02,-4.2890900000000E-02,4.0419500000000E-04,5.1833700000000E-02,-1.8250500000000E-02,4.2894500000000E-02,-1.0435400000000E-02,0.0000000000000E+00,2.0567659288640E-02,8.4656603634360E-02
5.3388450000000E+00,-8.2719100000000E-01,-3.4263400000000E-01,7.1385900000000E-03,2.5905700000000E-02,7.5799800000000E-03,-3.9544400000000E-02,5.4293200000000E-03,5.3089600000000E-02,-1.9635800000000E-02,4.4301800000000E-02,-1.2260800000000E-02,1.7651478992780E-03,2.5028007104990E-02,8.4025517106060E-02
5.4057350000000E+00,-8.2719100000000E-01,-3.4263400000000E-01,3.8496000000000E-03,2.6940100000000E-02,5.1125000000000E-03,-3.6956400000000E-02,1.0912600000000E-02,5.3583200000000E-02,-2.0985600000000E-02,4.5072400000000E-02,-1.4301600000000E-02,4.2401188984510E-03,2.9695298522710E-02,8.3062678575520E-02
5.4726250000000E+00,-8.2719100000000E-01,-3.4263400000000E-01,1.8687400000000E-04,2.7044200000000E-02,2.7287300000000E-03,-3.5078900000000E-02,1.6564100000000E-02,5.3361000000000E-02,-2.2253000000000E-02,4.5225300000000E-02,-1.6449400000000E-02,6.4478362910450E-03,3.4480076283220E-02,8.1681214272980E-02
5.0043950000000E+00,-7.9110425000000E-01,-3.2768625000000E-01,2.0163700000000E-02,1.0701100000000E-02,2.0336000000000E-02,-9.2066500000000E-02,-1.2788100000000E-02,5.0877500000000E-02,-2.7317100000000E-02,3.6048200000000E-02,-7.0027200000000E-03,2.5035027647390E-04,1.2601122260090E-02,1.1873845756050E-01
5.0712850000000E+00,-7.9110425000000E-01,-3.2768625000000E-01,1.9248000000000E-02,1.5528100000000E-02,1.8406700000000E-02,-8.6942400000000E-02,-1.1709000000000E-02,5.5452200000000E-02,-2.8219200000000E-02,3.9969900000000E-02,-7.2675200000000E-03,1.4079716056590E-03,1.3211503624920E-02,1.1828630417590E-01
5.1381750000000E+00,-7.9110425000000E-01,-3.2768625000000E-01,1.7790400000000E-02,2.0037600000000E-02,1.6052100000000E-02,-8.1272600000000E-02,-9.1747600000000E-03,5.9262900000000E-02,-2.9050000000000E-02,4.3413400000000E-02,-8.1802400000000E-03,1.4422241365540E-03,1.5067543834450E-02,1.1723313480620E-01
5.2050650000000E+00,-7.9110425000000E-01,-3.2768625000000E-01,1.5361000000000E-02,2.3965500000000E-02,1.3365200000000E-02,-7.5664300000000E-02,-5.2937500000000E-03,6.2179400000000E-02,-3.0075100000000E-02,4.6250200000000E-02,-9.6757200000000E-03,3.1430304516110E-03,1.8068058416250E-02,1.1579810827970E-01
5.2719550000000E+00,-7.9110425000000E-01,-3.2768625000000E-01,1.2184200000000E-02,2.7082100000000E-02,1.0460500000000E-02,-7.0419700000000E-02,-2.7512700000000E-04,6.4116000000000E-02,-3.1250900000000E-02,4.8382800000000E-02,-1.1656200000000E-02,4.4114147312940E-03,2.2352501749990E-02,1.1399769037960E-01
5.3388450000000E+00,-7.9110425000000E-01,-3.2768625000000E-01,8.7830800000000E-03,2.9215700000000E-02,7.4656200000000E-03,-6.5900600000000E-02,5.5932600000000E-03,6.5048100000000E-02,-3.2389500000000E-02,4.9754700000000E-02,-1.4000700000000E-02,8.0777350813150E-03,2.6759322732690E-02,1.1194276809690E-01
5.4057350000000E+00,-7.9110425000000E-01,-3.2768625000000E-01,5.0456000000000E-03,3.0271900000000E-02,4.5122600000000E-03,-6.2117800000000E-02,1.1974200000000E-02,6.5010600000000E-02,-3.3636200000000E-02,5.0358500000000E-02,-1.6570900000000E-02,1.0987953282890E-02,3.1916145235300E-02,1.0951337218280E-01
5.4726250000000E+00,-7.9110425000000E-01,-3.2768625000000E-01,1.1212400000000E-03,3.0238400000000E-02,1.7125100000000E-03,-5.9270300000000E-02,1.8516000000000E-02,6.4086900000000E-02,-3.4510700000000E-02,5.0229900000000E-02,-1.9228300000000E-02,1.3214154168960E-02,3.7387479096650E-02,1.0673712193970E-01
5.0043950000000E+00,-7.5673600000000E-01,-3.1345025000000E-01,2.3067700000000E-02,1.1785400000000E-02,2.3050500000000E-02,-1.3354300000000E-01,-1.6698900000000E-02,6.6408200000000E-02,-4.5885300000000E-02,4.0544900000000E-02,-6.0060300000000E-03,5.5311243049800E-03,2.0291801542040E-02,1.6452369093890E-01
5.0043950000000E+00,-9.4114350000000E-01,-2.7113875000000E-01,1.1698300000000E-02,1.1089400000000E-02,1.2017600000000E-02,-1.5500100000000E-02,9.0704700000000E-04,2.1054000000000E-02,3.6466500000000E-03,1.9235500000000E-02,-1.2467200000000E-02,0.0000000000000E+00,1.5794459730390E-02,3.7119578570130E-02
5.0712850000000E+00,-9.4114350000000E-01,-2.7113875000000E-01,1.0502300000000E-02,1.3447000000000E-02,1.0833800000000E-02,-1.3606000000000E-02,2.6646200000000E-03,2.3491900000000E-02,2.3948800000000E-03,2.1543100000000E-02,-1.3018200000000E-02,0.0000000000000E+00,1.7201874405150E-02,3.8678079843520E-02
5.1381750000000E+00,-9.4114350000000E-01,-2.7113875000000E-01,9.0820800000000E-03,1.5545000000000E-02,9.4670000000000E-03,-1.1481600000000E-02,4.9967100000000E-03,2.5563300000000E-02,1.1621900000000E-03,2.3518000000000E-02,-1.3775200000000E-02,0.0000000000000E+00,1.9620062783360E-02,3.9790555834770E-02
5.2050650000000E+00,-9.4114350000000E-01,-2.7113875000000E-01,7.0638400000000E-03,1.7278100000000E-02,7.9647600000000E-03,-9.6838700000000E-03,7.8303100000000E-03,2.7221700000000E-02,-1.6463300000000E-04,2.5115900000000E-02,-1.4706900000000E-02,0.0000000000000E+00,2.2398347035050E-02,4.0662299841640E-02
5.2719550000000E+00,-9.4114350000000E-01,-2.7113875000000E-01,4.8961000000000E-03,1.8559700000000E-02,6.3788300000000E-03,-8.2129000000000E-03,1.1059500000000E-02,2.8439200000000E-02,-1.5855900000000E-03,2.6309100000000E-02,-1.5771700000000E-02,0.0000000000000E+00,2.5426605716350E-02,4.1286718100310E-02
